id,rating,review
201,1,"Just enough bubbles_When you're a grown up and you take a bubble bath it's more for stress relief than for bubbles. This doesn't foam up too terribly, and dissipates enough after 20 minutes or so (shorter if you splash around more) so you can use the water for an actual bath like you can't always do with a really foamy bubble bath."
3869,0,I love nyx products but.._the reason i gave it a 2 stars is because when i opened the 'unused' product it was very very dry and not all that pigmented. I couldnt even get a useful swatch out of it. but it pairs well with the nyx 'africa'...all in all i think they should moisten it up a bit
1010,1,"Clear skin!_My skin definitely cleared up after using! I was having stubborn break outs along my chin line and forehead that was driving me insane. Once I started using 2x day (morning and at night), I started seeing difference. It also didn't irritate my skin but I always made sure my skin was well moisturized to prevent that potential side effect."
3305,1,Great Product!_I bought this yesterday & used it last night.  My hair looks great!  I love it!
5198,1,I'll never buy Skinceuticals again!_My girlfriend turned me on to this and I love it!! More active ingredients than Skinceuticals CE Ferulic and a fraction of the cost!
5795,1,"Nice smelling with good hair hold_Axe Styling Aid Spiking Glue is a nice product.  It smells good, not overpowering, and holds the hair in place.  Just remember to only use a finger tip amount or it gets to be a sticky mess.  I have used other products that are too waxy and stiff.  Axe Styling Glue is lighter and leaves a softer feel to the hair.  Well worth getting for hair grooming."
3665,1,"By far the best!_These are the best drugstore lipsticks. They're creamy and go on easily and there's s ton of colors to choose from for any mood or look. They're NOT matte! If you want matte, try the 14 Hour lipsticks. These have a bit of glossiness but are not goopy or sticky and never leave my lips feeling dry. I already own a bunch of different shades and still haven't gotten all of my favorites yet!"
1743,1,"Swisa Beauty, Dead Sea Facial Peel, 1.01-Ounce_It gently lifted all aging problems and impuritties on my skin, make skin look younger. I will keep trying it. thank you."
2655,1,Prenier dead sea agless cell Renewal serum_Great product!  Goes on smooth and feels so good on.  I use it on my neck and face everynight before bed.
9385,1,Love the antioxidants_I have always been into health and always look for products that are high in antioxidants.I was quite surprised to find them in a skin care product. I must say that I am impressed with this serum.My skin feels great!
5029,1,"Really like this..._The brush is soft, so it's not like your scrubbing your face raw...but you will need to exfoliate every few days with something a bit rougher.  I only gave it 4 stars because it's extremely difficult (at least it was for me) to open the battery compartment.  The directions say to rock back and forth...not a lot of wiggle room -- nothing moved.  I finally used a butter knife to separate the compartment from the base.  After getting a start, i was able to open it.  Not a big deal -- I don't anticipate changing the batteries that often.I would recommend this -- it makes your skin feel very soft.  I also have a Neutrogena Facial Cleanser that has velcro fastening pads (disposable).  Similar concept and useful for a deeper scrub as the pads are rougher and more exfoliating. Downside of that is, pads need to be replaced after each use - so you can go through a lot.  i'll be using that one every so often, but the Olay product will be used twice daily!"
3070,1,"Ok but_Ok I bought those on the back of reviews raving about it.  The only thing I don't like about these is they snag my hair when I am gliding/sliding it through my sections.  And I hate that cos it hurts.  I had GHD's before this and swore by them but them broke, so this was my replacement.  I don't know why they snag but I wish they didn't.  Other than that  they are a good paid of straighteners."
4340,1,"Very satisfied_I like no transfer lipsticks, and I like the plum shade provided by this line, it matches my NC35 comaplexion perfectly ..staying power is quite good ."
5444,0,"The name 'Genie' implies magic, which this brush CERTAINLY does not have_With extraordinarily damaged hair that is straight on top, but quite wavy on the bottom (and thus knots VERY easily), I am always on the lookout for a good brush that will detangle my hair without further damaging it.  I have therefore accumulated a large tote bag full of brushes and combs.When I purchased the Knot Genie, I had such high hopes that it would work well and would eliminate my need to purchase more and more brushes and combs.  Unfortunately, my desire for the 'perfect' brush was not fulfilled by the Knot Genie.Instead of detangling my hair, the Knot Genie ripped out chunks of hair.  Chunks.  Gone.  Its plastic 'teeth' also don't hold up to much, so several 'teeth' bent within weeks of acquiring this brush.  That made the ripping issue even worse.This Knot Genie made it no easier to detangle my hair than did a paddle brush or theThe Wet Brush Detangling Shower Brush (Colors Vary).  It is not worth spending more than about $5 on this brush."
2859,1,"LOVE LOVE LOVE!!_Great color, it really is periwinkle.  Depending on what you wear with it, it will appear either bluish or purple-ish.  Love it, it's real fun on both fingers and toes!!China Glaze is my favorite nail polish, and a favorite of most of my friends too.  I've heard some complain on here (Amazon) about how it's too thin, requires several coats, color is not true, yada yada yada.I dispute all of that.  China Glaze is NOT your average nail polish.  Apply ONE (1) VERY THICK COAT.  One thick coat that you would never do with another polish... real thick, so that you have full coverage and there's no nail showing through.  Let dry... it dries really fast compared to other polishes.  You're done!  No second coat ever needed, and I have about 20 different colors... it's been the same with every one!  I have never found a color that required more than one THICK coat.It glides on beautifully, dries quickly... but my favorite thing about it is the relatively low odor.  The 'nail polish smell' dissipates pretty quickly.  An hour or two after I paint my nails, I can no longer smell it.Sure, a dark color like this is going to show chips... touch ups are easy and look great.  I often get a week or more from my manicure, just by touching up.  Light colors, I get even more time from.I can't say enough great things about China Glaze.  It's the best polish on the market, in my humble opinion!"
4944,1,"Wow, so many Qtips_My wife and I will have these for years. So many to use. They are great for after the shower."
9014,1,"Lurv_It's so small and cute. I thought it would take up a lot of space, but was pleasantly surprised. Great to display my high end lipsticks"
9321,1,"gentle and effective_I got this in an e.l.f. Beauty Bundle and at first, I thought, what would I ever use this for?  But it was winter at the time, and I had been playing around with different lip colors lately, and some of them are not very moisturizing.  Pretty soon my lips got chapped.  And then I remembered that I had this lip exfoliator.Overall, I like this fairly well, but I find it to be a bit inconsistent at times.  Sometimes it feels more moisturizing to me, and sometimes it feels scratchier.  (There are little rough bits that do the exfoliating.  The rough bits don't seem to transfer to the lips at all, and they do gently get rid of dead skin cells.)I like that this contains a lot of plant oils, although please note that ceresin is derived from mineral wax.  Also please note that it contains aspartame, which I find a little odd since it also has sugar in it.  (I don't have anything against aspartame; I consume it all the time.  I'm just passing on the information in case it is a concern for you.)This does not add any color or shine to the lips and is probably not a substitute for a lip balm.  However, the oils and waxes do soften the lips somewhat.  I think it would be best for people who want to even out the skin on the lips, for example, prior to applying lip stains (which look best with smooth lips), or for people with highly chapped lips."
8743,1,"L'Oreal Telescopic Shocking Extensions Mascara &lt;3_Wow. Just seriously, wow. This mascara is the MOTHER of mascaras!!!! I have short, straight eyelashes, but I do have the volume most people want. First I curl my lashes with a Relvon eyelash curler, then I apply this from root to tip. NO clumps, NO flaking, and NO eye irritation! This makes my lashes looong and BEAUTIFUL. This is the mascara I was meant to be with... &lt;3"
5429,1,"Coolest thing!_This does take a little practice (like a few hours of my frustration) before it starts looking really, really cool-Keep in mind, though, that I'm a perfectionist, so it may take you much less time to be satisfied. This tool is awesome!"
1725,0,"Mixed feelings about this one_I received this mascara in brown, and I have mixed feelings.  On the one hand, it didn't flake one bit, which is wonderful.  I have a allergies and tend to rub my eyes, and it stayed on beautifully.  On the other hand, it didn't do what I expect a mascara to do.  It didn't thicken my lashes at all.  It lengthened them a little bit, but they still look very thin.  If you're looking for a natural look, or maybe you're a blonde who just wants some color to make your blonde lashes show up better, this would be okay.Footnote: After another full day of wearing this mascara, I'd like to up my rating to 3 stars, but the site's not letting me.  I'll just put it into words.  This mascara's staying power makes up for its lack of thickening.  It simply does not flake!  Maybe it's just fresher than other mascaras I've used, but it I don't think that's it.  No brand new mascara I've ever worn is this flake-resistant."
6668,1,"It does what it says it will_I brought this product and me and my daughter both tried it. I have curly hair and she has relaxed. The smell is really good and sweet ( it smells like bananas- not coconut - I hate coconut so that was a plus). Our results were that, it made my hair well moisturized but turned my curls into a baby fro, my daughter on the other hand loves it. So, I would say it's a great product in general, especially for anyone with permed hair, or if you use alot of heat when styling."
592,1,Works as advertised._Good stuff from PM. Our little girl tangles my wifes hair and she swears by this stuff. She really likes it.
4274,0,Too harsh_I have used other brands of microdermabrasion products and thought I would try this one.  I am truly disappointed.This came in an almost solid form and was stiff to use.  It didn't lather up well and was harder to remove with water.  The directions also stated that it should be used every other day and then skip a week.  This tells me it is way too harsh for me.
1735,1,"Refreshing Invigorating Moisture_This is so moisturizing and refreshing it feels like you've just splashed water on your face..but better. It has a nice light texture and light invigorating scent. It feels like your skin just drinks it up. I'm totally addicted to this. For the price (so cheap) and the huge tub, I use it everywhere even though it says it's a facial moisturizer. I'm not sure if it's making me more youthful...but this is a great lotion and I would recommend."
5228,1,Five Stars_Keeps out the light and comfy! Decided to purchase the zebra one too! :)
3779,0,"Okay_I had used a sample and really liked it a while back. I don't know what the difference was, but I did not like how my hair would feel the next day after I washed it. It just felt kind of grimy and dirty. It did not feel stronger, shinier, softer, or more moisturized. I like a lot of the products in this line, but I won't be buying this one again.For reference, I have fine, thin hair that is color treated. A lot of hair products do not work with my hair; i.e., making it feel dirty and weighed down. It is entirely possible that someone with a different hair type would get better results with this."
1316,1,"Really Works!!_I Get this for my husband. He works outside in the sun and gets sun spots on his cheeks. This product really makes a difference. Does it remove them all- no, but most and he likes how it moisturizes because he also has really dry skin. I've even bought him the Clinique new brown spot corrector he didn't like it as much. so get this and the Reviva lightning day face cream which he uses together with this."
1335,1,"A Must For Fast Drying Nails_While I use Seche Top Coat Rapid Dry, I also spritz a dash of the OPI Rapidry Top Coat, which helps set my nails in minutes. Within an hour, my nail polish is completely dry and ready to conquer the world."
5931,1,"great_These lashes are made very well.  I have never worn false lashes in the past, but I made the mistake of going to a salon and letting them glue in some fake lashes.  When they fell out a month later, some of my lashes fell out with them.  I won't make that mistake again.  These lashes served their purpose until my lashes grew back out."
398,1,"My favorite hair color_I love this hair color, have use it for many years. I am more then 50% gray and after 20-30 min it covers it all up.  It leaves your hair smelling good and really shiny and doesn't dry out your hair like other hair colors."
8914,1,"Worked Surprisingly Well!_Treated a raised blackhead that other peels I bought would not touch. Turned it brown and ugly, but it shriveled up and fell off in about a week. Strong stuff! It is now gone permanently. There is a little pink spot left, which is fading away. I am very satisfied."
39,0,"skin itchy and dry *after* use_Not an effective moisturizer (for me, anyway). It feels and smells perfectly nice. After use, my skin feels even drier and itchier than it did before I used it; it also seems to create a barrier on my skin: lotion applied after the oil (later in the day, for example) doesn't help at all. Looks like I'll be getting rid of this and going back to a shea butter-heavy lotion."
2426,1,"Very Satisfied_Very happy with this purchase, this is also for my hair care.Love the moisture. This produt does exactly what it says it does.Well worth it and the money."
2279,1,Love the smell and texture_I started using conditioners in place of shampoos and have noticed very little after hair is dried in terms of moisture. I still like the smell and texture and price.
9799,1,"I'm LOVING this Vitamin C!!!_This Vitamin C has a thicker feeling than other vitamin C serums I've tried. InstaNatural also has a very pleasant faint scent that disappears within minutes of application. This serum glides on my skin and absorbed quickly. This Vitamin C doesn't feel greasy. My face also doesn't feel tight and dry after I apply the Vitamin C. I use it morning and night. I love it under my makeup because Vitamin C also is a great sunscreen! Look at me being all smart and responsible with my skin!!  I've been using the Vitamin C serum on my face, neck and the back of one hand!! Just so I can show you the difference after just 2 weeks of use!! Not only is InstaNatural helping my complexion, but the Vitamin C serum can help reduce inflammation! Even scars!!  Check my full review at [...] I was supplied a bottle of InstaNatural Vitamin C for the purpose of this review. All opinions are 100% my own."
9478,1,"A wide detangler_This is a brush that gets the tangles out easier than regular hair brushes but is not fool proof. My hair is thicker than most, but as I have aged it has lost some of that depth that it had, so it is nice to have a brush that might help lessen any hair loss by pulling out hair that is snarled.The brush itself is wider than any I have ever used. It is harder to get hairs out after you brush. With most brushes, I just run a comb through to pull any hair out. With this you have to pull out any hairs individually. This is because of the round plastic ends that have little balls on them - you cannot run a comb through it.It feels good and just as soft as my natural bristle brushes.  It does seem to do a better job detangling the fine hairs at the nape of my neck.There are some cautions with it: prolonged high heat that some dryers put out can ruin the bristles.You cannot use it in the shower, bath or soak the handle. Normally I clean brushes with baking soda in water to remove any built up oil but there are no hints or directions on how to clean this brush.Still it seems to work better as a hairbrush for my longer hair."
7915,1,"I love the colors!!!_I got my purchase today, sooner than expected.  The stones are perfect size for nail decoration and they come in a very sturdy box that keeps them secure.  Recommend 100%."
9024,1,"Derma Roller_I got this about a week ago, I am looking forward to seeing results which may take several weeks.. I am going to buy a intensive moisturizer to assist and maybe an anti-wrinkle cream.  The one catch is that it is VERY painful.  I wasn't expecting it to hurt so much.  Then again it is tiny little needles so I should have expected nothing less.  I like it a lot though.. I can see a little difference after a week."
5526,1,"Great Prepping Primer!_Like all others that review this product, the feel is greasy at first but then blends in perfectly to the skin to leave a great satin surface for apply make-up, eyeshadow, etc. I bought my first tube at a Nordstrom's sale and it lasted about a year! This one was my second purchase."
6397,1,Perfect eyeliner brush_I LOVE THIS brush! Perfect for my eyeliner and lets me get into the lash line absolutely perfectly! First time using Sigma and to be honest I think this is as good as any of my Mac brushes and way less money!
5900,1,"Nice_Very nice mascara, I use it when I want some thick lashes :D the price is also just right Give it a try"
1392,1,"great case_this case is well built, sturdy and strong material. I would reccomend this case to every woman. Great price for a great case."
8758,1,"Great product!_I completely recommend this shampoo, along with the conditioner, it has kept my color and highlighted hair shiny and fade resistant. (been using for about a month now)"
6147,1,"Me encanta_Muy buen producto lo recomiendo ampliamente, va muy bien con mi tipo de piel y con lo que necesito, feliz con mi compra, lo volvere a comprar cuando lo necesite, gracias."
9401,1,"not just for hair_I love argan oil and this one is very nice. It has a nice fragrance and absorbs very well.  My hair is fine and tends to be oily and I find that since I have been treating my hair (about 6 months)  regularly that my scalp doesnt seem to get as oily, if that makes any sense and my hair is shiny and healthy looking.  And i really love it on my skin and fingernails.  It makes a big difference in my line and wrinkles, relaxing and smoothing.  My cuticles used to be a mess and are vastly improved since I have been using argan oil on them. I like the pump bottle.  Good customer service with a money back guarantee...fast shipping"
8687,1,"It works well!_Used twice now and found the eye make-up removed completely and I had no skin irritation.  The scent is barely noticeable and pleasant.  It's not the only eye make-up removal product that works for me, but it does as well as any and better than several others I have tried.Recommended purchase."
4330,1,"Gotta have it!_Ok, so I'll be honest. The first time I smelled this I thought it was too much. Meaning, I felt a lil overwhelmed by the initial try on BUT it did wear off on me and now I absolutely love it. This is the perfume I wear for when I'm going out on the scene or wearing something real fly. It's that kind of scent to me. I like the lotion also that goes with it. It doesn't make my hands itch or anything. The perfume has good endurance to it as well. It doesn't last like some others I have tried but it gets the job done so I definitely recommend Beyonce's Heat. I think its her best one thus far and its truly something for us youngins, lol!"
490,1,Borrowed & Blue_I did not purchase Borrowed & Blue for a wedding but more of a calm fall color. It looks great after two coats. I usually wear Cult -wicked fast top coat or CND super shiney and it looks great.
2482,1,"A Very Pretty Blue_For Audrey is a very pretty blue color.  I am giving it 4 stars because I am not really a fan of blue nails.  Everyone compares it to Tiffany & Co.  I've never owned anything from Tiffany & Co., so this is as close as I'll get.  If you love blue nail polish, you can't go wrong with For Audrey."
8162,1,"As good as the expensive brand_These worked pretty good, although it is a little time consuming if you have a lot of long hair like I do.  Takes practice.  But these work fine."
6761,1,"Thin but good price_The price is excellent for the amount of tape and variety of colors that you get. However, the tape is a bit on the thin side and can be hard to find the ending of the tape sometimes."
2406,1,Excellent_Very simple to use. I ordered 2 more after using the first one. Everyone I know asks how I did my daughters hair. Super simple and cute.
9180,1,Great_Who doesn't have stretch marks? I have tried everything to try to get rid of them and finally i found a product that makes them less visible. I am happy with this product.
2825,1,"Just like my favorite Sugar scents but with cooler packaging_I love this scent. I have every cotton candy pink sugar scent and was so excited to see the Goddess of beauty still rolling out products! Gale Hayman is one of the original beauty queens of Beverly Hills so I knew it was going to be good. I have never seen this item anywhere. It smells fantastic and the bottle looks tres chic on my perfume stand. If you like pink sugar, you will love this"
9664,1,"So far, So good!_I was a little skeptical of such a hot pink brush but I have to say this brush gives great coverage for powder! It's very soft but easy to use/apply. I also like the shorter handle. It gives me better grip/control. And so far, no bristles have come out. The only problem I had was the initial smell coming out of the bag. After a day of airing, it seemed to dissipate."
8524,0,Dont buy it_When I bought my Staighener I figured I would buy a new bottle of heat protectant. Bad idea. When I got this in the mail it had almost completely soaked through the package it spilled out so much. Very poor. Do not buy this.
3916,0,"Not good_A lip gloss that is too dry to appear, worst then kids gloss the color does not show up don't buy"
7906,1,The best shampoo_When I 1st went natural I had a hard time finding staple products. But this shampoo is the best and it's a great detangler for both relaxed and natural hair. The only bad thing about this is the smell. It smells like loud medicine. But it does clean the hair and the plus is that it lathers up like a regular shampoo. Besides the smell I would compare it to shea moisture coconut and hibiscus curl and shine shampoo.
7869,1,"Great matte palette_I purchased this palette about a year ago. I find myself using it for subtle daytime looks most often. There are some beautiful shadows that work really well for my coloring, which is pinky fair. There are also some lovely shadows that don't work as well on me (but would probably work well for someone with olive tones or darker coloring) so there are a few really well loved shadows, and some are basically untouched.I don't use the bottom row much at all, although the blushes are both quite nice, and I do use the black shadow on the bottom row.  But in general, I find the packaging slightly bulky since I don't use that bottom row.Also, I worry about breakage when traveling, as the packaging is hard plastic.  I have traveled with it a few times, and I had no problems, but I don't find myself traveling with it often.Overall, I think this is a great palette for the money. The matte shades can be used to create a nice look on their own, or they can be used to blend out deeper colors from other palettes or single shadows."
8313,1,"Make Yourself a Smoothie_For reference, I have thick and highlighted fine hair that can get real pouffy and frizzy with the humidity.  Yeah, it expands!  Used Suave's Deep Conditioning Shine Mask along with their corresponding Moroccan hair oil.  This mask has a pleasant fragrance, and it's not overwhelming.  The product is not thick as I had envisioned but instead is rather soupy.  That said, this mask worked just like a good conditioner.  However, masks or anything proclaiming 'deep conditioning' infer a higher level of results.  And they cost more for less product.  Did not see mask-like results.  I know my deep conditioners because the best will yield fairly dramatic results.Moroccan oil or argan oil are buzz words in the hair industry right now.  This mask is a combination of cones, coconut oil and argan oil.  Less desirable ingredients include mineral oil and petroleum.  Label readers in the know realize that the further down the list an ingredient appears, the less of that substance is actually in the product.  On this label, argan oil appears toward the very bottom.My hair looked fairly smooth but not particularly shinier than usual.  Thought this was going to have more impact, but on the hand, results might be more dramatic for those with substantially damaged hair (mine isn't)."
2140,1,"It works_Seems to be working. It is creamy, easy to apply and helps with the redness . A good moisturizer."
9778,1,"Manly Yes, but I like it Too!_Ok, I know I did not make up that expression. It's from the old Irish Spring commercials from the 70's. But, its true! the scent is made more for men, but I really like it. The scent is very refreshing and makes you feel really clean. It has a nice lather to make you feel really clean. However if you have dry skin, you will probably need to go for a more moisturizing product like Dove or Caress, because although it says its hydrating, if your skin is on the dry side, this wash will make it more dry, you need lotion after your shower for sure.  But for normal skin, this is a nice, fresh and clean body wash. The scent is pretty strong so if you are sensitive to scented products, this may not be for you. But if you like the scent of Irish Spring, go for it. I like it a lot."
8883,1,"Love it!_OPI is my favorite, first time ive tried it i have a very had hard time with gel staying on my nails for more than 3 days without lifting up So far i havent had issues iwth OPI its my favorite. And i do use OPI Bondaid though"
8189,1,"Good variety - small canes_This is my third set of canes (will never use all of them, I know).  Although this set had the most variety (200 canes, only three duplicates), the size of the canes were a little too small for my taste. The colors were good, but not quite as vibrant as the MASH canes (the 'true' MASH canes).  These canes did have Hello Kitty and all the Angry Birds in the set and many designs that I did not get in the previous two sets. If you're looking for a good variety, then this set will satisfy your needs."
8375,1,Dense hunter green glitter_This polish seems to be extremely dense hunter green glitter in a clear base.  Covered well in three coats and went on smoothly.  I used it as an accent nail for Christmas and it looked great.
6081,1,like it allot_Smells great & its a bronzer which shows great Color after tanning. I've recommended to a coworker & she enjoyed it too
5645,1,"I love this product_This combined with the exfoliating powder and a face brush do wonders for the skin. I follow it up with bareMinerals moisturizer. I break out with almost all skin care products, but these work beautifully for me. Don't change or discontinue them!!"
2097,1,"Fekkai Technician Color Care Conditioner, 16 oz_I had tried many different conditioners that claimed help for colored hair and was disappointed.  This seems to work as I have used it for almost a year.  I get my hair professionally colored every 8 weeks and the color does not seem to fade"
5479,1,loving these colors!!!!!!!!_i love them i just started using these colors and they are amazing and they dry really fast i would recommend them to any body..
8728,1,"I love This L'Oreal product!_I've tried some other leave-in conditioners, but this one I adore--coupled with the L'Oreal [non-shampoo]cleansing conditioner, my hair has never been better--the two products together have stopped all the terrible dryness, especially on the ends of my hair, that generally caused me to continually need to trim it all off--I've been trying to grow my hair down passed my shoulders for the longest time now, but no matter how many different conditioners I tried, the dryness continued--I was feeling like giving up until I decided to try this product, and the other L'Oreal product that is shampoo-free--the results have been nothing short of wonderful--my hair finally feels like hair again, and not like straw!--I hope and pray I can always purchase those two L'Oreal products down through the years, so that I can keep my hair looking and feeling as beautiful, and soft and manageable as it has become since I began using them!"
7453,1,"Gets better with continued use_The idea behind this hair care line is that to truly nourish your hair, it's important to start at the scalp where the hair grows from as opposed to the length of the hair which is considered to be dead. This makes sense, but I did have some reservations because the directions instruct you to gently massage this conditioner on your scalp and hair stylists have always advised against that because it causes your hair to be weighed down. I went ahead and used the conditioner as directed. After I dried my hair, I was pleased to see that there was more volume at the crown of my head. The downside however, was that my hair did not feel as conditioned as it normally does, but after continued use (about a week or so) it did start to feel softer and conditioned. I do recommend this product, but my advice is to be patient and give it a chance to start working, it's worth it."
1844,1,Great Mascara_I have used this mascara for the last 6 months and just bought this so I wouldn't run out. It goes on very good and stays all day. It is a very good mascara and I wouldn't buy any other. Have had excellent  results with Maybelline products.
5996,1,love style 2_liked these especially the thinner ones for day they were also easy for me to apply. I will definitely order more of the thinner ones .
2317,1,"The perfect shower gel accessory_The Axe Detailer Shower Tool is a must-have accessory for your shower. Simply apply your favorite shower gel to the 'soft' side of the Detailer and you can quickly work up the lather you need to get full coverage. For more difficult situations, for example if you've been in the shop and need to clean off oily or greasy residue, you can use the 'hard' side of the Detailer for scrubbing. The benefit is not only a great clean; but by making a small amount of soap go a long way, you can save a lot of money, too.The bottom line is that the Axe Detailer Shower Tool is the perfect shower gel accessory. Once you start using it, you will never want to go back to the bar soap-and-wash cloth routine. I highly recommend it to everyone!"
5459,1,"Best Dryer!!_For the price, you can't beat this dryer. Almost purchased a T3 but decided against it due to cost. Was not expecting miracles with this one, but it has delivered. I have very damaged highlighted hair, and with the first use this dryer tamed all frizziness and made my hair soft and sleek. Took much less time to dry than my previous Babyliss. I had several coworkers comment on my hair the next day. Love it!! The purple and chrome are super cute too."
5881,1,Blink...yes those are YOUR lashes!_I didn't think I would ever love any mascara more thanMaybelline Great Lash - Big Mascara. However once I applied this mascara I was totally impressed. It seems to lengthen my lashes substantially and gives them great volume. This is however not a waterproof mascara so if you are prone to crying or running about in the rain it might not be the best choice. But for me I like that it removes easily. This mascara will make you feel especially pretty. Yes put this on and blink! Those are YOUR lashes. Believe it or not. I think you will notice the improvement.~The Rebecca Review
8761,1,Glitz n Pieces_This is a neat polish to add to others but not so good on it's own. It also gets really Clumpy! so I don't use it a lot.
9470,0,"A new meaning to 'helmet head'_This is spray laquer.  If that's what you're looking for, then great!  But I was looking for sheer hold hair spray like the name implied.  No so!"
3040,1,"Elf powder_I'm so glad I found this. Its great coverage for a powder with a nice finish and keeps my shiny skin looking matte and nice all day. I do not break out using this product and I have before using a few other products. It would only be a bit better if it had a mirror in it. Instead, I saved an old compact to use for the mirror. I would buy this again."
6823,1,"Fun Project_This is an inexpensive and fun thing to try. Be sure to get enough polish on the image - really dab it in - and then just scrape lightly. Roll the stamper on hard and then roll on the nail. If you don't cover the whole nail the first time, just repeat. It will still look really good."
5203,1,"Great replacement for a more expensive tool_I bought this to replace my T3 curling wand which broke within months of purchase (along with the one I got to replace it, but that's another story). After spending $150 on a product which only lasted for a short time, I was pretty annoyed and didn't want to shell out the same amount to have that happen again.I did a lot of research on different brands, and decided this hot tools wand looked pretty comparable. If it broke on me, I figured it wouldn't be as much of a loss, and I wanted to give the brand a try. Honestly this iron is JUST as good as the one I was replacing (which cost over 4x more). It heats up quickly, and the curls hold until the next day for me. If you are looking for a good quality, tapered curling wand I would not hesitate to recommend this one."
7718,1,Wonderful and Heavenly!_I bought the light color and this B+B cream is wonderful. It feels heavenly to put on and wear. What they are doing with these new type of creams is nothing short of amazing.I highly recommend. The person who complained of itchy skin must have an allergy to something in the product not necessarily the alcohol. I have sensitive skin so we'll see how I do with it.
3618,1,Good product_The only thing I don't like about this is the smell.  It's not terrible but it smells like cucumber.  Solid moisturizer.
4477,1,Love!_i have been using this for years and I haven't found a better serum!  My mom uses Peratin and I like the smell of Her Styler better and the way it makes my hair feel smooth and shinny!
3062,1,Cute little designs_I really like these designs on this plate especially the hearts and the stars because they are a perfect combination! It is a good price as well. Received it earlier than expected!
3544,1,Works!_This is a calming cream.  I always keep some on hand as it really works.  It smells good and is very creamy. The product was well packaged and arrived on time.
3199,1,"LOVE THIS PRODUCT_I love this tea tree oil. I am using it on my skin and have noticed the difference.It is also good for smelly feet..If you can overlook the strong smell, this product is wonderful."
2452,1,"feels silky_This skin cream is awesome. It smells so good as well as refreshing. The best part is that all you need is a little bit, because it will go along way. I like the natural products and its great to fit in your purse"
137,1,"Best facial cream_I have tried facial creams priced from 200 dollars to 4.99!  Aveeno is the very best without question.  It hydrates, smooths, lightens dark areas, and is never greasy.  Just try it once ~  you wont regret it!NOTE:  I recently discovered I have a wheat intolerance.  SOME, not all, Aveeno product use wheat and oats.  Even on my skin, I had problems with reactions.  If you do not have wheat issue...  The Aveeno line is excellent in both results and social responsibility."
450,1,"GREAT CLEANSER_PLEASANT SMELLING AND EASY ON THE FACE, THIS CLEANSER DOES IT ALL AT A GREAT PRICE! I RECOMMEND THIS PRODUCT FOR ANY AGE. LEAVES FACE FEELING SMOOTH  AND CLEAN. FOLLOW WITH YOUR FAVORITE MOISTURIZER."
7384,1,"Works Well for My Thin Hair_I have long thin, fine, slippery hair that is a challenge because clips and such are forever slipping out.  I don't like to use smaller clips because the minuscule size that I need tends to emphasize the lack of volume and make my hair look bad.This ingenious solution of simply putting a little grippy, rubber-like pad inside the clip allows me to use something a little bigger to give my hair the appearance of more volume.  I used it yesterday for the first time and was pleased that at the end of the day it hadn't budged.  My hair looked nice all day long!"
4443,1,"Good stuff_This moisturizer is great. I had been using Purpose moisturizer but while it is non-comedogenic, it takes a while for the lotion to sink into the skin. This moisturizer has a nice texture and is easily absorbed but also makes your skin feel moisturized. It is unscented, and you only need a pea sized dab for your face and neck. The only downside is that there is no sunscreen in the moisturizer, so make sure you buy some. I use Neutrogena face sunscreen."
3114,1,"Great Multi Use Product_Argan oil is one of those great products that you can use for anything from cooking to using as a facial moisturizer.My hair is on the dry side. It is also fine. I have been using this for about 2 months now and I like it very much. Used minimally this goes a long way. I normally apply a small amount (less than a dime) and work it through my freshly washed wet hair paying special attention to the ends and then I style it with a blow dryer on a low setting. The end result is shiney and smooth hair that seems to have a good moisture balance.This has a slightly fruity scent that is pleasant and not overpowering.I normally use Josie Maran Argan Oil on my face and neck, but forgot it so I used this on my face and arms as well and was surprised that this actually did a good job and was comparable to the Maran product. For what it's worth, I think argan oil must be the equivalent to liquid gold. It is as marvelous moisturizer, but works well on the hair as well."
6385,1,Great Brush!_This brand is really well made I love MAC and will start purchasing these brushes. They work just as good as MAC and cheaper.
3516,0,"Runny, gritty, and leaves greasy ghostly white film_This product has VERY HIGH zinc oxide content-close to 25%, but, BOY! is it white, runny, gritty, and oily! First, the oil and the white lotion came out separately, one has to shake the container to mix them, then the runny opaque white lotion does not vanish or dry completely, and stains everything on contact, hours after application. My neck and arms look ghostly white, as if covered w/ a thin calamine lotion, and still show white streaks at the end of day. The grittiness is unpleasant and similar to that of natural peanut butter.When lotion is applied, there is a warm sensation on skin which feels as if it cannot breathe. The smell is similar to that of stale natural almond butter.TUBE DESIGN FLAW: In time, to close tube, you need to use both hands, look very closely to make sure that the little plastic knob at the center of CAP fit into the tiny hole at center of tube! Frustrating!How do some reviewers get to state that it is too thick? Was I mailed a decade old tube? I don't recommend it. TruKid Sunny Days still ranks top on my list."
5260,0,No likey_Tried it for about a week.  I have no idea if it would have worked cuz I stopped taking it.  Made me nauseus and I felt like it was stuck in my esophagus.
1311,1,Moisturizer for older skin types_Its a rich and creamy moisturizer which leaves my face and neck feeling very soft and nice. It does help with making my skin more taught as well. Great product!
3645,1,"Never go back._ONe more thing I have a problem with is holding a big honking dryer and trying to do something with the other hand with a brush.  This is pretty light.  It dries very quickly.  The controls are not tricky to operate.  If I can get a decent result, anyone on earth can.  Try it and you will never go back."
